age,annual_income,employment_years,credit_score,loan_amount,loan_term_months,existing_debt,num_credit_lines,loan_purpose,home_ownership,debt_to_income,default
53,25268.19,6.5,644,23122.8,24,7875.21,10,home_improvement,MORTGAGE,1.227,0
37,26370.44,0.0,751,15914.06,36,16530.48,2,debt_consolidation,RENT,1.23,0
58,51450.43,2.3,736,25515.28,12,0.0,5,debt_consolidation,MORTGAGE,0.496,0
44,74579.73,,623,19313.25,48,3699.9,1,medical,RENT,0.309,0
54,58384.3,2.5,592,32330.64,24,7907.81,9,education,RENT,0.689,0
60,,2.6,575,39422.58,12,10252.25,6,auto,MORTGAGE,2.895,1
35,67167.61,5.6,572,7832.63,60,6886.82,4,debt_consolidation,OWN,0.219,0
47,106351.6,2.7,509,5342.5,60,8317.77,4,small_business,MORTGAGE,0.128,1
60,84367.87,10.5,662,18635.79,36,6071.77,7,auto,RENT,0.293,0
56,25781.88,15.2,693,15820.77,12,7682.13,5,home_improvement,OWN,0.912,0
56,62300.56,7.2,677,29699.07,36,6580.42,4,small_business,MORTGAGE,0.582,0
64,16178.89,1.4,574,14246.3,12,3978.26,5,medical,MORTGAGE,1.126,0
59,18452.65,19.3,602,17811.49,60,1927.08,5,auto,RENT,1.07,0
49,86448.07,6.2,660,21363.16,48,2867.92,5,home_improvement,OWN,0.28,0
22,69684.14,2.6,761,30427.65,36,2151.25,4,education,RENT,0.468,0
30,38095.97,4.5,528,20730.03,36,13681.85,3,education,OWN,0.903,1
43,48736.97,6.8,552,6278.54,48,9200.0,3,debt_consolidation,OWN,0.318,1
63,80664.07,15.8,661,25065.43,12,9096.81,3,medical,RENT,0.424,0
23,61398.76,12.3,692,25394.02,36,14977.85,6,debt_consolidation,MORTGAGE,0.658,0
46,,4.4,698,16651.26,24,1501.83,3,education,RENT,0.239,0
24,47040.15,0.0,546,1000.0,36,1743.82,5,debt_consolidation,RENT,0.058,1
64,64119.92,0.2,574,17362.75,48,2598.1,6,small_business,MORTGAGE,0.311,1
23,28111.34,0.1,607,10358.09,12,21778.04,1,debt_consolidation,MORTGAGE,1.143,0
50,38170.18,6.7,716,38675.54,24,8043.7,6,home_improvement,RENT,1.224,0
44,58628.02,12.0,688,11896.66,36,0.0,7,debt_consolidation,MORTGAGE,0.203,0
25,66910.97,2.2,609,33879.26,24,18025.1,4,auto,OWN,0.776,1
46,74209.73,0.7,469,4026.42,60,10415.84,5,debt_consolidation,MORTGAGE,0.195,1
38,39297.42,0.2,628,6723.36,24,2710.75,2,debt_consolidation,MORTGAGE,0.24,0
45,90946.86,8.8,588,3425.25,24,11327.98,4,auto,RENT,0.162,0
45,55849.02,2.6,700,36344.43,24,6103.56,1,debt_consolidation,RENT,0.76,0
21,76912.19,0.2,739,15218.29,36,11688.99,3,auto,RENT,0.35,0
40,60270.68,21.7,653,8797.16,36,5883.0,7,debt_consolidation,MORTGAGE,0.244,0
33,62469.32,7.6,664,19459.49,60,4423.78,9,small_business,MORTGAGE,0.382,0
24,42927.52,5.5,735,16961.74,60,3646.75,4,medical,RENT,0.48,0
29,71363.95,2.4,674,13428.71,60,14823.52,5,debt_consolidation,RENT,0.396,0
21,32371.32,5.7,669,13157.86,24,10607.73,6,debt_consolidation,RENT,0.734,0
64,77335.02,2.3,527,17157.93,12,0.0,2,home_improvement,RENT,0.222,1
60,13288.77,0.4,652,14414.1,24,23112.28,2,debt_consolidation,MORTGAGE,2.824,0
42,80776.57,5.2,699,15474.14,48,6549.93,5,medical,OWN,0.273,0
25,44993.95,0.9,594,15161.73,60,268.45,1,home_improvement,RENT,0.343,1
31,46273.43,2.8,593,16968.88,12,7392.03,4,auto,MORTGAGE,0.526,1
56,43695.55,4.9,435,9855.43,36,9315.43,2,auto,MORTGAGE,0.439,1
29,59705.89,0.6,587,10295.03,36,11595.27,2,debt_consolidation,MORTGAGE,0.367,0
40,75503.55,2.9,793,25045.21,48,19433.32,4,debt_consolidation,RENT,0.589,0
60,68593.25,1.9,648,17234.34,24,13549.49,5,home_improvement,RENT,0.449,0
30,56172.76,10.1,702,12199.01,36,0.0,0,debt_consolidation,OWN,0.217,0
23,33964.11,3.2,671,22975.24,12,5538.46,1,debt_consolidation,MORTGAGE,0.84,0
49,77844.55,5.9,707,14188.14,48,10572.93,3,home_improvement,MORTGAGE,0.318,0
63,89601.92,2.1,537,15239.15,12,9365.23,7,home_improvement,OWN,0.275,0
45,67007.98,5.2,597,17202.75,24,16743.34,2,debt_consolidation,RENT,0.507,1
58,73714.25,6.5,609,30571.55,24,16571.86,7,medical,RENT,0.64,0
53,38967.9,2.9,679,20363.38,48,4083.78,4,debt_consolidation,MORTGAGE,0.627,0
48,52923.82,7.7,522,15471.27,60,911.87,7,auto,RENT,0.31,1
53,16769.95,4.3,636,4864.97,12,9996.9,9,medical,RENT,0.886,0
31,,14.8,607,7316.9,60,10480.89,5,auto,OWN,0.821,0
37,60037.61,3.3,732,12351.47,60,15242.02,3,debt_consolidation,RENT,0.46,0
52,81782.22,0.1,586,5735.74,36,5279.77,2,education,RENT,0.135,0
50,63032.76,4.9,614,1400.51,36,4649.48,5,debt_consolidation,MORTGAGE,0.096,0
44,40776.35,2.6,533,1000.0,24,20946.29,2,auto,MORTGAGE,0.538,1
44,78280.56,0.2,450,10280.86,24,3174.39,5,auto,MORTGAGE,0.172,1
43,23838.46,1.3,733,19932.64,36,11049.72,8,auto,OWN,1.3,0
36,66722.33,0.1,562,9437.0,12,8507.65,5,small_business,RENT,0.269,0
36,24177.94,0.7,555,4899.71,36,10535.02,1,auto,OWN,0.638,1
64,39695.23,0.2,704,34964.4,60,13154.01,2,debt_consolidation,MORTGAGE,1.212,0
46,58319.14,3.5,646,5885.63,36,2480.55,4,debt_consolidation,MORTGAGE,0.143,0
27,92678.69,5.0,506,16679.69,36,9792.18,2,home_improvement,MORTGAGE,0.286,0
56,43341.37,0.3,550,5501.52,36,6548.48,5,debt_consolidation,RENT,0.278,1
55,28791.62,0.6,714,5829.57,12,13327.39,4,debt_consolidation,RENT,0.665,0
48,50501.99,1.7,576,25282.71,36,1141.04,1,small_business,RENT,0.523,0
61,98634.5,9.3,670,6127.71,12,9548.55,6,debt_consolidation,MORTGAGE,0.159,0
26,15135.14,7.9,677,38437.43,36,4286.06,3,auto,OWN,2.823,0
57,24099.59,4.2,618,15118.62,24,3151.39,3,debt_consolidation,MORTGAGE,0.758,0
64,48307.07,0.5,660,13061.34,12,0.0,4,debt_consolidation,RENT,0.27,0
57,62720.74,20.9,640,31123.31,12,5247.07,0,medical,RENT,0.58,0
31,60907.75,,665,1000.0,36,11589.5,5,small_business,RENT,0.207,0
60,39378.22,0.6,546,1000.0,24,14066.38,4,home_improvement,RENT,0.383,1
36,84032.18,13.9,657,21908.31,24,13945.31,3,home_improvement,RENT,0.427,0
31,41223.82,3.3,809,14603.95,48,10546.16,4,home_improvement,OWN,0.61,0
50,14615.53,9.3,667,16810.11,36,8111.24,7,auto,RENT,1.705,0
36,,0.1,601,20698.52,24,11403.54,3,debt_consolidation,OWN,0.794,1
56,90880.44,3.7,777,23856.37,36,3861.27,5,small_business,MORTGAGE,0.305,0
42,30661.22,8.6,672,1000.0,48,14480.86,3,home_improvement,RENT,0.505,0
42,61350.39,4.6,547,11140.23,24,3943.11,1,debt_consolidation,MORTGAGE,0.246,0
56,59927.02,1.4,715,11825.84,24,13407.78,2,home_improvement,MORTGAGE,0.421,0
59,62951.72,1.9,478,14539.34,12,9648.88,3,small_business,MORTGAGE,0.384,1
22,40925.18,8.1,717,4391.98,12,11149.21,0,home_improvement,RENT,0.38,0
27,32185.61,0.9,652,15282.84,36,8076.15,5,auto,MORTGAGE,0.726,0
31,61208.12,4.4,535,16900.26,24,3074.52,3,home_improvement,RENT,0.326,1
34,71633.17,2.0,533,9000.34,36,4853.85,5,debt_consolidation,RENT,0.193,0
31,29237.08,0.4,581,8484.83,60,0.0,5,debt_consolidation,RENT,0.29,0
32,47495.63,1.6,622,1000.0,24,0.0,6,home_improvement,RENT,0.021,0
31,81139.21,2.7,652,32820.68,48,8885.83,4,home_improvement,RENT,0.514,0
61,68121.73,4.0,595,8746.97,48,2972.94,3,home_improvement,RENT,0.172,0
25,94893.57,6.8,817,15211.22,36,10937.79,5,small_business,OWN,0.276,0
26,66653.25,2.9,597,22608.52,12,15797.53,4,debt_consolidation,MORTGAGE,0.576,1
